time,tollgate_id,direction,week,hour,minute,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,count
2016-09-19 01:00:00,2.0,0.0,0.0,1.0,0.0,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,1.0
2016-09-19 01:00:00,3.0,0.0,0.0,1.0,0.0,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,17.0
2016-09-19 01:00:00,3.0,1.0,0.0,1.0,0.0,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,4.0
2016-09-19 01:20:00,1.0,0.0,0.0,1.0,20.0,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,14.0
2016-09-19 01:20:00,1.0,1.0,0.0,1.0,20.0,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,14.0
2016-09-19 01:20:00,3.0,0.0,0.0,1.0,20.0,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,17.0
2016-09-19 01:20:00,3.0,1.0,0.0,1.0,20.0,1008.2,1013.2,329.0,2.8,22.2,76.0,0.0,5.0
2016-09-19 01:40:00,1.0,0.0,0.0,1.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0
2016-09-19 01:40:00,1.0,1.0,0.0,1.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,7.0
2016-09-19 01:40:00,2.0,0.0,0.0,1.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,2.0
2016-09-19 01:40:00,3.0,0.0,0.0,1.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,11.0
2016-09-19 01:40:00,3.0,1.0,0.0,1.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,4.0
2016-09-19 02:00:00,1.0,0.0,0.0,2.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,7.0
2016-09-19 02:00:00,1.0,1.0,0.0,2.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,7.0
2016-09-19 02:00:00,3.0,0.0,0.0,2.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,11.0
2016-09-19 02:00:00,3.0,1.0,0.0,2.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,5.0
2016-09-19 02:20:00,1.0,0.0,0.0,2.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0
2016-09-19 02:20:00,1.0,1.0,0.0,2.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,7.0
2016-09-19 02:20:00,3.0,0.0,0.0,2.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,14.0
2016-09-19 02:20:00,3.0,1.0,0.0,2.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,4.0
2016-09-19 02:40:00,1.0,0.0,0.0,2.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,6.0
2016-09-19 02:40:00,1.0,1.0,0.0,2.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0
2016-09-19 02:40:00,3.0,0.0,0.0,2.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,18.0
2016-09-19 03:00:00,1.0,0.0,0.0,3.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,9.0
2016-09-19 03:00:00,1.0,1.0,0.0,3.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0
2016-09-19 03:00:00,3.0,0.0,0.0,3.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0
2016-09-19 03:00:00,3.0,1.0,0.0,3.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,5.0
2016-09-19 03:20:00,1.0,0.0,0.0,3.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,4.0
2016-09-19 03:20:00,1.0,1.0,0.0,3.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,14.0
2016-09-19 03:20:00,3.0,0.0,0.0,3.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0
2016-09-19 03:20:00,3.0,1.0,0.0,3.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,3.0
2016-09-19 03:40:00,1.0,0.0,0.0,3.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,9.0
2016-09-19 03:40:00,1.0,1.0,0.0,3.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,20.0
2016-09-19 03:40:00,3.0,0.0,0.0,3.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,9.0
2016-09-19 03:40:00,3.0,1.0,0.0,3.0,40.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0
2016-09-19 04:00:00,1.0,0.0,0.0,4.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,10.0
2016-09-19 04:00:00,1.0,1.0,0.0,4.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,18.0
2016-09-19 04:00:00,3.0,0.0,0.0,4.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,11.0
2016-09-19 04:00:00,3.0,1.0,0.0,4.0,0.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,4.0
2016-09-19 04:20:00,1.0,0.0,0.0,4.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,13.0
2016-09-19 04:20:00,1.0,1.0,0.0,4.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,17.0
2016-09-19 04:20:00,3.0,0.0,0.0,4.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,8.0
2016-09-19 04:20:00,3.0,1.0,0.0,4.0,20.0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,7.0
2016-09-19 04:40:00,1.0,0.0,0.0,4.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,12.0
2016-09-19 04:40:00,1.0,1.0,0.0,4.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,23.0
2016-09-19 04:40:00,3.0,0.0,0.0,4.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,10.0
2016-09-19 04:40:00,3.0,1.0,0.0,4.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,3.0
2016-09-19 05:00:00,1.0,0.0,0.0,5.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,2.0
2016-09-19 05:00:00,1.0,1.0,0.0,5.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,28.0
2016-09-19 05:00:00,2.0,0.0,0.0,5.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,14.0
2016-09-19 05:00:00,3.0,0.0,0.0,5.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,9.0
2016-09-19 05:00:00,3.0,1.0,0.0,5.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,11.0
2016-09-19 05:20:00,1.0,0.0,0.0,5.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,8.0
2016-09-19 05:20:00,1.0,1.0,0.0,5.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,24.0
2016-09-19 05:20:00,2.0,0.0,0.0,5.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,12.0
2016-09-19 05:20:00,3.0,0.0,0.0,5.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,14.0
2016-09-19 05:20:00,3.0,1.0,0.0,5.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,7.0
2016-09-19 05:40:00,1.0,0.0,0.0,5.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,13.0
2016-09-19 05:40:00,1.0,1.0,0.0,5.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,34.0
2016-09-19 05:40:00,2.0,0.0,0.0,5.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,21.0
2016-09-19 05:40:00,3.0,0.0,0.0,5.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,27.0
2016-09-19 05:40:00,3.0,1.0,0.0,5.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,13.0
2016-09-19 06:00:00,1.0,0.0,0.0,6.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,8.0
2016-09-19 06:00:00,1.0,1.0,0.0,6.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,39.0
2016-09-19 06:00:00,2.0,0.0,0.0,6.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,30.0
2016-09-19 06:00:00,3.0,0.0,0.0,6.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,39.0
2016-09-19 06:00:00,3.0,1.0,0.0,6.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,30.0
2016-09-19 06:20:00,1.0,0.0,0.0,6.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,13.0
2016-09-19 06:20:00,1.0,1.0,0.0,6.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,57.0
2016-09-19 06:20:00,2.0,0.0,0.0,6.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,36.0
2016-09-19 06:20:00,3.0,0.0,0.0,6.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,58.0
2016-09-19 06:20:00,3.0,1.0,0.0,6.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,38.0
2016-09-19 06:40:00,1.0,0.0,0.0,6.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,32.0
2016-09-19 06:40:00,1.0,1.0,0.0,6.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,72.0
2016-09-19 06:40:00,2.0,0.0,0.0,6.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,37.0
2016-09-19 06:40:00,3.0,0.0,0.0,6.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,71.0
2016-09-19 06:40:00,3.0,1.0,0.0,6.0,40.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,65.0
2016-09-19 07:00:00,1.0,0.0,0.0,7.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,39.0
2016-09-19 07:00:00,1.0,1.0,0.0,7.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,70.0
2016-09-19 07:00:00,2.0,0.0,0.0,7.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,84.0
2016-09-19 07:00:00,3.0,0.0,0.0,7.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,127.0
2016-09-19 07:00:00,3.0,1.0,0.0,7.0,0.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,67.0
2016-09-19 07:20:00,1.0,0.0,0.0,7.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,31.0
2016-09-19 07:20:00,1.0,1.0,0.0,7.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,83.0
2016-09-19 07:20:00,2.0,0.0,0.0,7.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,80.0
2016-09-19 07:20:00,3.0,0.0,0.0,7.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,123.0
2016-09-19 07:20:00,3.0,1.0,0.0,7.0,20.0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,71.0
2016-09-19 07:40:00,1.0,0.0,0.0,7.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,43.0
2016-09-19 07:40:00,1.0,1.0,0.0,7.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,118.0
2016-09-19 07:40:00,2.0,0.0,0.0,7.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,97.0
2016-09-19 07:40:00,3.0,0.0,0.0,7.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,153.0
2016-09-19 07:40:00,3.0,1.0,0.0,7.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,103.0
2016-09-19 08:00:00,1.0,0.0,0.0,8.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,46.0
2016-09-19 08:00:00,1.0,1.0,0.0,8.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,123.0
2016-09-19 08:00:00,2.0,0.0,0.0,8.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,129.0
2016-09-19 08:00:00,3.0,0.0,0.0,8.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,161.0
2016-09-19 08:00:00,3.0,1.0,0.0,8.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,118.0
2016-09-19 08:20:00,1.0,0.0,0.0,8.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,56.0
2016-09-19 08:20:00,1.0,1.0,0.0,8.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,119.0
2016-09-19 08:20:00,2.0,0.0,0.0,8.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,122.0
2016-09-19 08:20:00,3.0,0.0,0.0,8.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,167.0
2016-09-19 08:20:00,3.0,1.0,0.0,8.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,168.0
2016-09-19 08:40:00,1.0,0.0,0.0,8.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,41.0
2016-09-19 08:40:00,1.0,1.0,0.0,8.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,116.0
2016-09-19 08:40:00,2.0,0.0,0.0,8.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,98.0
2016-09-19 08:40:00,3.0,0.0,0.0,8.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,138.0
2016-09-19 08:40:00,3.0,1.0,0.0,8.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,161.0
2016-09-19 09:00:00,1.0,0.0,0.0,9.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,50.0
2016-09-19 09:00:00,1.0,1.0,0.0,9.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,120.0
2016-09-19 09:00:00,2.0,0.0,0.0,9.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,89.0
2016-09-19 09:00:00,3.0,0.0,0.0,9.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,174.0
2016-09-19 09:00:00,3.0,1.0,0.0,9.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,145.0
2016-09-19 09:20:00,1.0,0.0,0.0,9.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,49.0
2016-09-19 09:20:00,1.0,1.0,0.0,9.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,151.0
2016-09-19 09:20:00,2.0,0.0,0.0,9.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,78.0
2016-09-19 09:20:00,3.0,0.0,0.0,9.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,144.0
2016-09-19 09:20:00,3.0,1.0,0.0,9.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,125.0
2016-09-19 09:40:00,1.0,0.0,0.0,9.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,44.0
2016-09-19 09:40:00,1.0,1.0,0.0,9.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,131.0
2016-09-19 09:40:00,2.0,0.0,0.0,9.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,59.0
2016-09-19 09:40:00,3.0,0.0,0.0,9.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,148.0
2016-09-19 09:40:00,3.0,1.0,0.0,9.0,40.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,116.0
2016-09-19 10:00:00,1.0,0.0,0.0,10.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,44.0
2016-09-19 10:00:00,1.0,1.0,0.0,10.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,101.0
2016-09-19 10:00:00,2.0,0.0,0.0,10.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,71.0
2016-09-19 10:00:00,3.0,0.0,0.0,10.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,104.0
2016-09-19 10:00:00,3.0,1.0,0.0,10.0,0.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,117.0
2016-09-19 10:20:00,1.0,0.0,0.0,10.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,44.0
2016-09-19 10:20:00,1.0,1.0,0.0,10.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,105.0
2016-09-19 10:20:00,2.0,0.0,0.0,10.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,88.0
2016-09-19 10:20:00,3.0,0.0,0.0,10.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,111.0
2016-09-19 10:20:00,3.0,1.0,0.0,10.0,20.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,87.0
2016-09-19 10:40:00,1.0,0.0,0.0,10.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,44.0
2016-09-19 10:40:00,1.0,1.0,0.0,10.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,102.0
2016-09-19 10:40:00,2.0,0.0,0.0,10.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,65.0
2016-09-19 10:40:00,3.0,0.0,0.0,10.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,122.0
2016-09-19 10:40:00,3.0,1.0,0.0,10.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,85.0
2016-09-19 11:00:00,1.0,0.0,0.0,11.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,39.0
2016-09-19 11:00:00,1.0,1.0,0.0,11.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,86.0
2016-09-19 11:00:00,2.0,0.0,0.0,11.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,50.0
2016-09-19 11:00:00,3.0,0.0,0.0,11.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,111.0
2016-09-19 11:00:00,3.0,1.0,0.0,11.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,73.0
2016-09-19 11:20:00,1.0,0.0,0.0,11.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,30.0
2016-09-19 11:20:00,1.0,1.0,0.0,11.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,76.0
2016-09-19 11:20:00,2.0,0.0,0.0,11.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,61.0
2016-09-19 11:20:00,3.0,0.0,0.0,11.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,82.0
2016-09-19 11:20:00,3.0,1.0,0.0,11.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,72.0
2016-09-19 11:40:00,1.0,0.0,0.0,11.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,34.0
2016-09-19 11:40:00,1.0,1.0,0.0,11.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,100.0
2016-09-19 11:40:00,2.0,0.0,0.0,11.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,46.0
2016-09-19 11:40:00,3.0,0.0,0.0,11.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,91.0
2016-09-19 11:40:00,3.0,1.0,0.0,11.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,73.0
2016-09-19 12:00:00,1.0,0.0,0.0,12.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,45.0
2016-09-19 12:00:00,1.0,1.0,0.0,12.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,99.0
2016-09-19 12:00:00,2.0,0.0,0.0,12.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,87.0
2016-09-19 12:00:00,3.0,0.0,0.0,12.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,104.0
2016-09-19 12:00:00,3.0,1.0,0.0,12.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,94.0
2016-09-19 12:20:00,1.0,0.0,0.0,12.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,44.0
2016-09-19 12:20:00,1.0,1.0,0.0,12.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,70.0
2016-09-19 12:20:00,2.0,0.0,0.0,12.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,66.0
2016-09-19 12:20:00,3.0,0.0,0.0,12.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,91.0
2016-09-19 12:20:00,3.0,1.0,0.0,12.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,86.0
2016-09-19 12:40:00,1.0,0.0,0.0,12.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,53.0
2016-09-19 12:40:00,1.0,1.0,0.0,12.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,79.0
2016-09-19 12:40:00,2.0,0.0,0.0,12.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,69.0
2016-09-19 12:40:00,3.0,0.0,0.0,12.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,122.0
2016-09-19 12:40:00,3.0,1.0,0.0,12.0,40.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,94.0
2016-09-19 13:00:00,1.0,0.0,0.0,13.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,57.0
2016-09-19 13:00:00,1.0,1.0,0.0,13.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,100.0
2016-09-19 13:00:00,2.0,0.0,0.0,13.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,81.0
2016-09-19 13:00:00,3.0,0.0,0.0,13.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,117.0
2016-09-19 13:00:00,3.0,1.0,0.0,13.0,0.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,91.0
2016-09-19 13:20:00,1.0,0.0,0.0,13.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,61.0
2016-09-19 13:20:00,1.0,1.0,0.0,13.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,108.0
2016-09-19 13:20:00,2.0,0.0,0.0,13.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,95.0
2016-09-19 13:20:00,3.0,0.0,0.0,13.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,107.0
2016-09-19 13:20:00,3.0,1.0,0.0,13.0,20.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,110.0
2016-09-19 13:40:00,1.0,0.0,0.0,13.0,40.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,53.0
2016-09-19 13:40:00,1.0,1.0,0.0,13.0,40.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,106.0
2016-09-19 13:40:00,2.0,0.0,0.0,13.0,40.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,67.0
2016-09-19 13:40:00,3.0,0.0,0.0,13.0,40.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,131.0
2016-09-19 13:40:00,3.0,1.0,0.0,13.0,40.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,100.0
2016-09-19 14:00:00,1.0,0.0,0.0,14.0,0.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,55.0
2016-09-19 14:00:00,1.0,1.0,0.0,14.0,0.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,101.0
2016-09-19 14:00:00,2.0,0.0,0.0,14.0,0.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,66.0
2016-09-19 14:00:00,3.0,0.0,0.0,14.0,0.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,100.0
2016-09-19 14:00:00,3.0,1.0,0.0,14.0,0.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,95.0
2016-09-19 14:20:00,1.0,0.0,0.0,14.0,20.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,52.0
2016-09-19 14:20:00,1.0,1.0,0.0,14.0,20.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,100.0
2016-09-19 14:20:00,2.0,0.0,0.0,14.0,20.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,62.0
2016-09-19 14:20:00,3.0,0.0,0.0,14.0,20.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,84.0
2016-09-19 14:20:00,3.0,1.0,0.0,14.0,20.0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,99.0
