,intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,travel_time,predict_travel_time,error rate,rfr_predict_travel_time
44,1,2,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,16,2,51.97,75.9754990575,0.461910699586,54.7814166667
45,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,16,2,61.6009090909,72.5119948523,0.177125401596,64.2514052489
46,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,17,2,105.391666667,71.5280005105,0.321312559402,82.6951190477
47,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,17,2,83.8285714286,71.5280005105,0.146734826903,82.6951190477
48,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,17,2,65.675,71.5280005105,0.0891206777394,82.6951190477
49,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18,2,85.1133333333,70.5440061688,0.171175614841,62.5649880342
50,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18,2,50.5666666667,70.5440061688,0.395069337549,62.5649880342
51,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,18,2,65.0738461538,70.5440061688,0.084060806888,62.5649880342
52,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19,2,67.32625,69.5600118271,0.0331781708777,73.280875
53,1,2,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,19,2,79.854,69.5600118271,0.128910113118,73.280875
54,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,19,2,89.6444444444,64.303199655,0.282686171423,80.7080861111
55,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,20,2,87.942,63.3192053133,0.279989023296,68.43504625
56,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,20,2,44.09,63.3192053133,0.436135298555,68.43504625
57,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,20,2,64.16375,63.3192053133,0.0131623336652,68.43504625
58,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21,2,68.4775,62.4383557793,0.0881916574155,60.6564208964
59,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21,2,59.0945454545,62.4383557793,0.0565840772462,60.6564208964
60,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,21,2,51.182,62.4383557793,0.219928017259,60.6564208964
61,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22,2,46.0933333333,63.6300251674,0.380460482373,62.6892138889
62,1,2,999.0,1003.8,208.0,2.0,26.5,93.0,0.0,22,2,91.85,63.6300251674,0.307239791318,62.6892138889
63,1,2,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,22,2,47.02,82.4372012591,0.753236947238,49.2767761905
64,1,2,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,23,2,54.5933333333,82.741179906,0.515591279266,69.1528902778
65,1,2,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,23,2,84.3675,82.741179906,0.0192766182948,69.1528902778
66,1,2,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,23,2,67.96,82.741179906,0.217498232872,69.1528902778
67,1,2,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,0,3,37.89,72.9121552428,0.924311302265,57.7559166667
68,1,2,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,0,3,83.66,72.9121552428,0.128470532598,57.7559166667
69,1,2,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,1,3,57.64,73.2161338897,0.270231330495,56.3385
70,1,2,1000.2,1005.0,200.0,2.9,30.3,72.0,0.0,1,3,58.62,73.2161338897,0.248995801599,56.3385
71,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,1,3,40.755,85.4434850411,1.09651539789,40.44925
72,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,2,3,49.12,85.747463688,0.745673120684,38.3354166667
73,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,2,3,18.68,85.747463688,3.5903353152,38.3354166667
74,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,2,3,33.89,85.747463688,1.53017007046,38.3354166667
75,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,3,3,60.67,86.0514423349,0.418352436705,72.2629333333
76,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,3,3,18.59,86.0514423349,3.62891029235,72.2629333333
77,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,3,3,100.71,86.0514423349,0.145552156341,72.2629333333
78,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,4,3,105.6525,86.3554209817,0.182646686243,72.8011583333
79,1,2,999.7,1004.5,207.0,5.4,34.8,48.0,0.0,4,3,64.32,86.3554209817,0.342590500338,72.8011583333
80,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,4,3,49.4,87.5867202228,0.773010530826,50.235184127
81,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,5,3,49.7633333333,87.8906988697,0.766173867032,50.6836079365
82,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,5,3,57.67,87.8906988697,0.524028071262,50.6836079365
83,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,5,3,46.1985714286,87.8906988697,0.902454906112,50.6836079365
84,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,6,3,44.095,88.1946775166,1.00010607816,62.3102916667
85,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,6,3,59.8744444444,88.1946775166,0.472993667582,62.3102916667
86,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,6,3,88.815,88.1946775166,0.00698443374903,62.3102916667
87,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,7,3,77.8477777778,88.4986561635,0.136816729902,90.8033017013
88,1,2,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,7,3,94.9191666667,88.4986561635,0.0676418760163,90.8033017013
89,1,2,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,7,3,73.6772727273,87.1910660416,0.183418750642,115.311773636
90,1,2,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,8,3,61.007,87.4950446885,0.434180416813,133.747401667
91,1,2,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,8,3,332.162,87.4950446885,0.736589240526,133.747401667
92,1,2,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,8,3,50.995,87.4950446885,0.715757323041,133.747401667
93,1,2,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,9,3,44.935,87.7990233354,0.953911724388,33.9346666667
94,1,2,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,9,3,23.295,87.7990233354,2.76900722625,33.9346666667
95,1,2,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10,3,341.7875,88.1030019823,0.742228718188,215.926264394
96,1,2,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,10,3,70.1445454545,88.1030019823,0.256020712821,215.926264394
97,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,10,3,90.17125,82.7315457395,0.0825063893481,87.458942735
98,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,11,3,49.45,83.0355243864,0.679181484052,52.1259428571
99,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,11,3,46.637,83.0355243864,0.780464532161,52.1259428571
100,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,11,3,60.4775,83.0355243864,0.37299862571,52.1259428571
101,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12,3,53.9857142857,83.3395030333,0.543732525094,52.1970127165
102,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12,3,49.5525,83.3395030333,0.681842551501,52.1970127165
103,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,12,3,55.2753846154,83.3395030333,0.507714575179,52.1970127165
104,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13,3,81.4869230769,83.6434816801,0.0264650881615,63.733775
105,1,2,1000.2,1005.0,224.0,2.5,33.0,53.0,0.0,13,3,50.8163636364,83.6434816801,0.645995023938,63.733775
106,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,13,3,73.496,79.784715128,0.085565406662,75.0622153846
107,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,14,3,66.6442857143,80.0886937749,0.201733845843,59.6191395833
108,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,14,3,57.3307142857,80.0886937749,0.396959636257,59.6191395833
109,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,14,3,53.56625,80.0886937749,0.495133480035,59.6191395833
110,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15,3,62.18,80.3926724218,0.292902419135,64.7557764957
111,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15,3,64.3322222222,80.3926724218,0.249648615341,64.7557764957
112,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,15,3,70.3330769231,80.3926724218,0.143027945581,64.7557764957
113,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16,3,67.11,80.6966510687,0.202453450584,73.5139427083
114,1,2,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,16,3,82.793125,80.6966510687,0.0253218359776,73.5139427083
115,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,16,3,52.8714285714,78.887415395,0.492061355757,61.0216556277
116,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,17,3,50.165,79.1913940419,0.578618439986,71.3020896296
117,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,17,3,81.348,79.1913940419,0.0265108663776,71.3020896296
118,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,17,3,75.4755555556,79.1913940419,0.0492323436239,71.3020896296
119,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18,3,67.8875,79.4953726888,0.170986892857,77.6516875
120,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18,3,85.105,79.4953726888,0.0659141920122,77.6516875
121,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,18,3,78.3326315789,79.4953726888,0.0148436365083,77.6516875
122,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,19,3,93.4892307692,79.7993513357,0.14643268878,74.0383846154
123,1,2,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,19,3,56.44,79.7993513357,0.413879364558,74.0383846154
124,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,19,3,52.1,76.0024878211,0.458780956259,64.0036835165
125,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,20,3,57.6071428571,76.306466468,0.324600781838,78.1369896347
126,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,20,3,52.5816666667,76.306466468,0.451199083355,78.1369896347
127,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,20,3,123.648571429,76.306466468,0.382876279231,78.1369896347
128,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21,3,80.38,76.2480093852,0.0514057055836,67.6817
129,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21,3,50.8366666667,76.2480093852,0.499862488725,67.6817
130,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,21,3,68.6783333333,76.2480093852,0.11021927418,67.6817
131,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,22,3,55.445,75.2640150435,0.357453603453,55.0780694444
132,1,2,1001.7,1006.5,222.0,2.3,27.3,79.0,0.0,22,3,44.938,75.2640150435,0.674841226656,55.0780694444
133,1,2,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0,22,3,66.2425,82.6391849383,0.24752515286,63.2376529762
134,1,2,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0,23,3,49.7525,82.9431635852,0.667115493397,52.8898958333
135,1,2,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0,23,3,55.154,82.9431635852,0.503846748835,52.8898958333
136,1,2,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0,23,3,56.67,82.9431635852,0.463616791693,52.8898958333
137,1,2,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0,0,4,39.21,73.114138922,0.864680921246,41.735
138,1,2,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0,1,4,56.2675,73.4181175689,0.304805039657,47.0144458333
139,1,2,1003.0,1007.8,197.0,1.8,31.1,63.0,0.0,1,4,41.47,73.4181175689,0.770391067493,47.0144458333
140,1,2,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0,1,4,80.25,82.768848007,0.0313875141056,69.5475666667
141,1,2,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0,2,4,45.1866666667,83.0728266539,0.838436706708,42.6213861111
142,1,2,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0,2,4,28.59,83.0728266539,1.90566025372,42.6213861111
143,1,2,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0,2,4,54.085,83.0728266539,0.535967951444,42.6213861111
144,1,2,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0,3,4,47.21,83.3768053007,0.766083569175,55.2328888889
145,1,2,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0,3,4,50.25,83.3768053007,0.659239906482,55.2328888889
146,1,2,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0,3,4,83.4766666667,83.3768053007,0.00119627879201,55.2328888889
147,1,2,1002.4,1007.2,210.0,4.6,35.6,47.0,0.0,4,4,49.8866666667,83.6807839476,0.677417826024,51.2975
148,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,4,4,61.712,84.4890053687,0.369085516086,58.09684
149,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,5,4,48.065,84.7929840156,0.764131572154,50.0081625
150,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,5,4,39.5,84.7929840156,1.14665782318,50.0081625
151,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,5,4,56.6925,84.7929840156,0.495664929498,50.0081625
152,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,6,4,63.1766666667,85.0969626625,0.346968226599,74.2857904762
153,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,6,4,87.03,85.0969626625,0.0222111609506,74.2857904762
154,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,6,4,65.3366666667,85.0969626625,0.302438079625,74.2857904762
155,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,7,4,78.012,85.4009413094,0.0947154451796,98.9741822221
156,1,2,1001.5,1006.3,205.0,4.7,37.2,44.0,0.0,7,4,109.729333333,85.4009413094,0.221712747947,98.9741822221
157,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,7,4,114.72,83.7114454514,0.270297720961,106.85891042
158,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,8,4,116.073636364,84.0154240983,0.276188575373,118.051638028
159,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,8,4,125.105,84.0154240983,0.328440717011,118.051638028
160,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,8,4,88.4168421053,84.0154240983,0.0497803122371,118.051638028
161,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,9,4,71.4722222222,84.3194027452,0.179750679684,93.7843325773
162,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,9,4,116.583333333,84.3194027452,0.276745651934,93.7843325773
163,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,9,4,88.6557142857,84.3194027452,0.0489118109924,93.7843325773
164,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,10,4,68.4990909091,84.623381392,0.235394225952,92.0128126022
165,1,2,1000.2,1005.0,195.0,3.2,37.6,42.0,0.0,10,4,64.062,84.623381392,0.320960653618,92.0128126022
166,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,10,4,83.4688888889,78.9040286636,0.0546893613425,77.7644777778
167,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,11,4,64.0866666667,79.2080073105,0.235951429997,70.6825444444
168,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,11,4,84.855,79.2080073105,0.0665487324203,70.6825444444
169,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,11,4,58.8383333333,79.2080073105,0.346197331284,70.6825444444
170,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,12,4,61.17,79.5119859574,0.299852639486,71.588400641
171,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,12,4,69.7946153846,79.5119859574,0.139228083989,71.588400641
172,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,12,4,76.7707142857,79.5119859574,0.0357072576068,71.588400641
173,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,13,4,79.4618181818,79.8159646042,0.00445681247354,68.5031618738
174,1,2,1001.0,1005.8,258.0,1.6,33.5,53.0,0.0,13,4,58.1335714286,79.8159646042,0.372975419242,68.5031618738
175,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,13,4,68.565,77.2867881082,0.127204668682,70.321939418
176,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,14,4,60.0628571429,77.5907667551,0.291826104284,63.506484127
177,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,14,4,60.1885714286,77.5907667551,0.289127901085,63.506484127
178,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,14,4,66.7471428571,77.5907667551,0.162458248156,63.506484127
179,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,15,4,51.3175,77.894745402,0.517898288147,57.7483897059
180,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,15,4,60.3183333333,77.894745402,0.291394193065,57.7483897059
181,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,15,4,60.8970588235,77.894745402,0.279121634228,57.7483897059
182,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,16,4,62.177,78.1987240488,0.257679271255,71.1645952778
183,1,2,1001.9,1006.7,208.0,3.2,31.4,66.0,0.0,16,4,89.1158333333,78.1987240488,0.122504709613,71.1645952778
184,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,16,4,74.3764705882,75.6605406197,0.0172644657822,77.1963930576
185,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,17,4,58.4625,75.9645192666,0.299371721472,90.5522402681
186,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,17,4,103.073846154,75.9645192666,0.263008783498,90.5522402681
187,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,17,4,90.9633333333,75.9645192666,0.16488857122,90.5522402681
188,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,18,4,63.41,76.2684979134,0.202783439733,67.0162337301
189,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,18,4,59.0808333333,76.2684979134,0.290917775028,67.0162337301
190,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,18,4,86.5271428571,76.2684979134,0.118559848447,67.0162337301
191,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,19,4,48.834,76.5724765603,0.568015656312,55.9894888889
192,1,2,1001.7,1006.5,207.0,2.4,29.9,70.0,0.0,19,4,65.3466666667,76.5724765603,0.17178856193,55.9894888889
193,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,19,4,73.564,74.9468803243,0.0187983296758,63.7991555556
194,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,20,4,59.4976923077,75.2508589712,0.2647693726,57.3574923688
195,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,20,4,60.804,75.2508589712,0.237597180632,57.3574923688
196,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,20,4,53.9466666667,75.2508589712,0.39491211637,57.3574923688
197,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,21,4,62.5766666667,75.554837618,0.207396329058,56.2003819445
198,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,21,4,51.8725,75.554837618,0.456548992588,56.2003819445
199,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,21,4,53.807,75.554837618,0.404182311187,56.2003819445
200,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,22,4,53.026,75.8588162649,0.430596617978,56.0855690476
201,1,2,1002.1,1006.9,199.0,2.5,29.0,75.0,0.0,22,4,59.7766666667,75.8588162649,0.269037243042,56.0855690476
202,1,2,1003.2,1008.0,194.0,1.9,31.6,68.0,0.0,22,4,49.0016666667,77.9070984285,0.589886706475,61.9864
203,1,2,1003.2,1008.0,194.0,1.9,31.6,68.0,0.0,23,4,39.1475,78.2110770754,0.997856237956,83.4278333333
204,1,2,1003.2,1008.0,194.0,1.9,31.6,68.0,0.0,23,4,64.955,78.2110770754,0.204080934114,83.4278333333
205,1,2,1003.2,1008.0,194.0,1.9,31.6,68.0,0.0,23,4,122.835,78.2110770754,0.363283452799,83.4278333333
206,1,2,1003.2,1008.0,194.0,1.9,31.6,68.0,0.0,0,5,51.286,68.3820524122,0.333347354292,52.5416933333
207,1,2,1003.2,1008.0,194.0,1.9,31.6,68.0,0.0,0,5,43.056,68.3820524122,0.588211919644,52.5416933333
208,1,2,1003.2,1008.0,194.0,1.9,31.6,68.0,0.0,0,5,62.392,68.3820524122,0.0960067382389,52.5416933333
